review,sentiment
"A traveling couple (Horton and Hamilton)stumble onto the town of Gatlin, where kids have slaughtered the adults and are always eager to slaughter more, along the way they're separated and Peter Horton of course must save his wife from these tiresome, er terrible tykes in this very bad adaption of one of King's best short stories. In the original story King managed to create tension and draw personality of his characters, however all of that has been zapped from the production and all that is left is a repetitive bore which is far too predictable to be all that suspenseful. Also the effective ending used in the story is in favor dumped for a happy ending which makes the overall impact mute. There is some atmosphere and stylish directing but no plot to back any of it up. The kids are woefully unconvincing also.1/5 Matt Bronson",negative
"As I sit and think about Poison for the Fairies, I realize that I may not being fair with the film. My rating of 3/10 may have more to do with my disappointment with the film than its actual quality or entertainment value. Based on the plot description, reviews on IMDb, and the 7.6 IMDb rating, I would sure that I had stumbled on a little known gem. Sadly, it just didn't do much for me. For whatever reason, Poison for the Fairies all but put me to sleep.Poison for the Fairies is the story of two young girls in 1965 Mexico City. One of the girls, Veronica, is a compulsive liar and tells her friend that she, Veronica, is a witch. The other girl, Flavia, is so gullible that she believes and is frightened by everything her friend tells her. That's really about it. In reality, nothing much happens and the film drags on and on as Veronica attempts to terrorize and dominate Flavia. One commenter on IMDb described it as ""the scariest film in 80's Mexican cinema"". My comment Â– if that's the case, there must not have been many horror films made in Mexico in the 80s. Another commenter wrote, ""Watch it if you wanna get scared."" My comment Â– are you sure we're talking about the same movie? My opinion is diametrically opposed to these examples I've given. To me, it was dull, uninspired, and poorly acted. The scene framing is especially annoying as director Carlos Enrique Taboada doesn't ever show the faces of any of the other characters. Veronica and Flavia carry-on long, drawn-out conversations with members of their families and their teacher, but we never actually see these peoples' faces. It's an annoying gimmick.",negative
"The thirties horror films that are best remembered are always the likes of Dracula and Frankenstein; and there's a very good reason for that, but there were a number of smaller but nevertheless excellent productions, and The Invisible Ray is certainly one of them. The plot is not particularly original and similar plots have been seen many times before (even way back in 1936) but the way that everything is put together is certainly very imaginative and director Lambert Hillyer has created a very nifty little original horror film. The plot focuses on the good hearted Dr Janos Rukh; a man who has discovered a way to recreate the history of the Earth. His discovery leads him to believe that there may be an unknown radioactive element somewhere in Africa and so he sets off along with a team of esteemed colleagues to find it. However, tragedy strikes while on the expedition and the good doctor ends up becoming exposed to the element; which makes him glow in the dark, and also sends him mad...The biggest draw of the film is undoubtedly the fact that it stars the two biggest horror stars of its day - Boris Karloff and Bela Lugosi, and both give excellent performances. Karloff really shows what a good actor he is and his character has plenty of meat for Karloff to impress with. Bela Lugosi has a role which is extremely different from what we're used to seeing him in, and it's a great performance from him also; it's nice to see a bit of versatility from Lugosi. The film does get off to a rather slow start; but things soon start to pick up. The second half of the film is the best and that's really when the film gets exciting and Karloff gets a chance to shine (literally). The film does not put its focus on big special effects and largely relies on the actions of the central character to keep things interesting; and it does work very well. The film remains interesting throughout and boils down to a very decent climax that wraps everything up nicely. Overall, The Invisible Ray may not be one of the very best horror films of the thirties; but it's a very good one and comes recommended.",positive
"This film is described as a action/comedy. The first 15 minutes and James Belushi's presence point to it being a humorous gangster film.However, the introduction of the ridiculous female lead begins a number of ludicrous plot twists which do little to conceal the contrived ending. The film moves between comedy(description used loosely) and surreal drama with some out of context adult scenes thrown in. The lead female (the Angel of the title) is poorly acted and the actress is not helped by the script which requires some unbelievable, extremes of character to be portrayed. James Belushi is the only one who handles his part well but is also let down by the poor script. One to avoid.",negative
"This is a funny, clever film and well worth your time. In my opinion it is much better than American Pie and other films of the same genre that seem to get knocked out all the time. I hadn't heard of this film, so I guess it didn't get much press, which is kind of a shame. It doesn't take itself too seriously but at the same time delivers a serious message to people about life and life experiences and what is important...As opposed to a film about a bunch of desperate guys trying to get laid for the first time and one dude sticking his d**k in a pie, but in the end everyone gets laid and whoop-de-do... One thing that impressed me was that the soundtrack was pretty awesome and not the usual cheesy American pop-punk...They actually had real punk from back in the day like the Ramones...That in itself made the film better! To be honest I wasn't expecting much from this film and I was pleasantly surprised at how good a comedy it is.",positive
"If you feel like wasting 86 minutes on a film that makes no sense, is badly written ,with a bad plot and bad acting then this little gem is for you. Recommended for those who are about to fall asleep. Major annoyance will be felt by the awake viewer. Do not pay to see this movie!",negative
"This highly underrated film is (to me) what good writing in a movie should be all about. Kasdan takes the search for meaning in our lives and lays it out for all to see and wonder at. The movie is about the divides people create to insulate themselves from the violence and hatred and bigotry of everyday life.  Along the way we are asked question after question about life. Davis (Steve Martin with a great beard) asks himself 'Is my making a violent movie (and by extension our enjoyment of it) causing the violence in society?' Claire asks ""What kind of world throws away something as precious as a human life?' Mack is not immune as he asks 'Is it possible to pass beyond the bounds of race and (an even harder step) finance? These are of course not quoted from the film, but generalities. Others ask their questions too, and to be honest it raises more than it answers. But that is the nature of life. We strive all our lives to find answers to questions we will never totally answer, and in certain cases have to make answers fit to our own needs and desires. As humans we thrive on questions we cannot answer. Some answers are real. Claire and Mack come to realize that even though they could take the easy road and let the state take the baby, their finding it placed the responsibility for her life in their hands. Some answers are not. Davis `Sees the Light' and decides not to make violent films, but the next day turns around and dismisses his epiphany as subordinate to his art. We all seek answers. This movie does not answer them for; it simply reminds you to keep looking for the answers.",positive
"Who doesn't know Largo Winch in the France-Belgium-Luxemburg trio (the three countries where the French ""BD"" or ""Bandes DessinÃ©es"" are massively published) ? 18 years after the publication of the first comic book, which is itself an adaptation of a series of novels, it HAD to be adapted on screens. After a first - and failed- attempt with a TV show, the real thing begins.First of all, and that's what most of the fans didn't get, the goal of this movie is not strictly to adapt the comic book series. Some essential parts, characters and actions of the original are missing. The movie itself offers an alternative and more modern version of the series. As a 1st class-fan of the comic book, I must confess I was nicely surprised. The actors are good, so is the scenario, though it might seem too fast. I thus recommend this movie to all those interested by financial/political thrillers, but it is clearly not an alternative to James Bond or Jason Bourne series as I could read over the internet.",positive
"Celebrity singers have always had a tough time breaking into the movies (the cinema is littered with failed attempts), and one can go on and on speculating why John Mellencamp never made it big as an actor. Instead of taking small parts in heartfelt projects, Mellencamp dives right in playing the lead in ""Falling From Grace"", which he also directed, and the results are as awkward and unbecoming as that title. Story of a famous singer returning to his hometown in the sticks, opening up old family wounds, boasts a screenplay by Larry McMurtry, but the meandering film goes nowhere slowly. The supporting cast is decent, including Kay Lenz (whom it's always nice to see), Mariel Hemingway and Claude Akins (who share the one really strong scene in the picture). As for John's acting, he doesn't look particularly comfortable, despite apparent efforts to make him look at home; he seems to be ducking the camera most of the time, and he never connects with the audience in an immediate way. *1/2 from ****",negative
"Barbara Stanwyck probably didn't think of it, but it is a relief to see her in a more becoming dark hairstyle (if it wasn't a wig) than the one she had to wear in ""Double Indemnity"" the year before. That film, while the premiere ""film noir"" and an all-around great film, gave her a great role, but oh, that hair. Here, she is more chic and certainly no femme fatal, but she is certainly a 40's woman. She has gotten used to life without men since most of them are off at war, and as a successful Martha Stewart like columnist, she writes a homey column in which she describes her country home as the camera pans over what it really is. We meet her boss, Sydney Greenstreet, who has no idea that she is living a lie, and when he pushes his way in for a Christmas away at her supposed Connecticut home, she has to come up with a husband (Reginald Gardiner) and baby before we can say ""Jingle Bells"". Hungarian chef S.Z. Sakall steps in to help and ends up in a cutsey pie one-on-one with Irish Una O'Connor. ""It's not Goulash, It's Irish Stew"". Sakall simply takes the paprika, pours most of it in, and says, ""Now it's goulash"", totally changing what she has prepared for lunch. Then, when it comes to the flapjacks, he flips and she scoops. For years, a few friends of mine and I will use that line every time pancakes come up in a conversation. ""I don't flip. I scoop!"". She won't even flip just one for Greenstreet, saying ""I've never flipped in me life."" O'Connor can get on the nerves when she screeches over and over in some films, but here, she is delightfully lovable, and her pairing with Sakall is very charming.It is obvious in the romance department that Reginald Gardiner is not Barbara Stanwyck's cup of tea, especially when she meets handsome Dennis Morgan, who is a bit dimwitted when bathing the baby, which eats soap, causing Stanwyck to get a bit alarmed. He should suspect something instantly, but doesn't. But it doesn't matter. The film is so charming with the country setting filled with snow, an abundance of rocking chairs, and a dog running towards them as the sleigh comes up. Living in New York City after 25 years in Los Angeles after growing up in a small town on the western side of New York State made me miss this kind of Christmas. While Central Park is beautiful after a first snow and the Christmas tree at Rockefeller Center is exsquisit too, there is something about looking out at a snow-covered field of trees, and catch an occasional glimpse of deer, rabbits, or other wild life.This is a great holiday film that can also bring on the Christmas spirit out of season, and makes a great pairing with another Barbara Stanwyck country Christmas film, ""Remember the Night"", an underrated gem. Add on the big city Christmas of ""Meet John Doe"", and you've found perhaps one of the busiest stars of holiday films around.",positive
"I absolutely love stand-up comedy. I love to hear the raw thoughts of the stand-up on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so ****ing stupid that they had to share it with someone. There used to be stand-ups who took on a persona that everyone could relate to (Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others (Richard Pryor). And then, there were the thought-provoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things.Now, this might seem to not have anything to do with ""Mind Of Mencia,"" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of ""Chappelle's Show,"" but it does. Carlos Mencia spends half of the show doing stand-up bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of stand-ups. He makes a stage character, an every-day Mexican named Carlos who, despite stereotypes, is just your run-of-the-mill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view.Carlos Mencia always says he's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around:laugh.Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in stand-up. The best comedians, which, I fear, Carlos Mencia feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Mencia encourages. As he creates more skits or ""real-life"" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. His show is an insult to the minds of those who watch it. Mencia doesn't give us comedy and ask us to digest it and take from it what we want (something that, as much as I hate to compare the two, was ""Chappelle's Show's"" finest quality) he tells us exactly how we should view it and react to it---which, according to him, is to make a stupid face and say ""Dee Dee Dee!"" This show is appropriately named. It is indeed a show about ""The Mind of Mencia."" It's Mencia's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailor-made to give life lessons to its core audience, 14-24 year olds, about how stereotypes are bad, but that racial bashing is alright to Carlos Mencia, and therefore should be alright to you!",negative
"most of the bad reviews on this website blame ""Hood of the Living Dead"" for one (or more) of the following reasons: 1) it is a low-budget movie with virtually no acting; 2) it was so bad it made me laugh 3) it is something I could do myself. I won't even discuss the first point because it is a very subjective matter whether you like low-budget and independent stuff or not. I must say, however, that I still fail to understand people renting such a movie as ""Hood of the Living Dead"" and then looking surprised when they realize it is not as polished and cute as a romantic comedy with Lindsay Lohan or Matthew Mc Conaughey. As for the second point, I really don't see what's so wrong with laughing. I personally like to laugh, and love movies that make me to, be they comedies or horror flicks. When in ""Hammerhead"" I saw this girl stepping into a PUDDLE and the shark-man came out of it to eat her, I just cracked up. And I was grateful that the director made such a stupid scene and gave me ten seconds of pure fun. Honestly, laughing just makes me feel good, while it seems that many people writing reviews see it as a bad bad thing. If you only want to feel sad and scared while watching a movie, ""Hood of the Living Dead"" and low-budget flicks are definitely not for you. But please don't come and tell us that you find them laughable. We already know it. This is most probably why we decided to watch the movie in first place. However, it is the third point that leaves totally baffled. Just several years ago people were lining up out of theaters to see ""Blair Witch Project"", which is a way more rudimentary, boring, plot-less and bad-acted movie than ""Hood of the Living Dead"" (and takes itself way too seriously too). Moreover, half a million people go on YouTube every day to see the short films of ""Lonelygirl15"", which is certainly something everyone with a cute girlfriend, a room and a webcam could do! Not to talk about all of the even more amateurish videos you can find there. Why don't people blame those clips for bad acting and non-existing plot? I think it is one of the best things of our times that everyone, with affordable technology and a bunch of friends, can make their own movies and share them with people that have similar interests. And I feel a certain admiration for people who spend their weekends with their friends making a honestly bad (yet refreshing) piece of trash like this rather than shopping at the mall or playing video games alone. Leave aside your biases and your desire to sound like a smart film critic by attacking b-movies, and you'll see that ""Hood of the Living Dead"" can bring you almost as much fun as it did to its makers! If you have a taste for refreshing and enjoyable home-made horror movies, I recommend ""Zombiez"", ""The Ghosts of Edendale"", ""The Killer Eye"", ""Monster Man"", ""Don't Look in the Basement"", ""The Worst Horror Movie Ever Made"", ""Redneck Zombies"", ""Jesus Christ Vampyre-Slayer"" and ""Habit"".",positive
"For a low budget movie this was really good. I put this well above your average action B-movie. Sean and Corinne delivered in this movie, and they didn't seem camera shy. Watch out for the cameos of Jeanne and Jared. I didn't think that the producers would even consider that, but the runner-ups deserve that much. I'll be looking forward to more of Sean and Corinne's involvement in the movie entertainment industry. Sean's character seemed very genuine, and sexy Corinne's character was pretty hard-nosed and on point. She connected well with the action sequences and executed with confidence. It was a great idea to cast Billy Zane as the smart and witty villain. His charisma on screen is always a pleasure to watch. The chemistry between Zane and Sean's character was pretty good. The action sequences weren't cheesy and seemed to connect throughout the movie. Of course there were flaws, but that comes with the territory. Overall, this was a good movie considering the budget and the fact that it was made for TV. Sean and Corinne did a good job considering that they are newcomers to the game. I hope that Jeanne, Jared, and the rest of the Next Action Star cast get their chance to also join their co-stars in entertainment success.Final Judgment: ***/****",positive
saw this movie and totally loved it the characters are great . it is definitely my kind of movie you do not get bored in this movie i love independent films they are so much more rewarding. my husband and i really enjoyed Jay's style. if you are an open minded person who loves thought provoking films and loves conversation after it's over you will love this film. it is definitely thought provoking.the film definitely will step on some toes but who cares those people will probably not go to see this movie. it is amazing to see the characters evolve . Jay Floyd has really captured both sides of the table. Applause applause Jay i hope you are working on another movie.,positive
"The pilot of Enterprise has one thing that has been lacking since the original Star Trek: A dose of realistic, flawed personalities. The Utopian characters of the Next Generation got tiring, they were so noble as to be unbelievable. I also like the sub-plot that humans are bitter toward the Vulcans. Its funny seeing them as pretentious snobs. It makes me look forward to seeing when the humans become the dominant race between the two, though I don't think it would work in the time frame of the show. The only negatives that jumped out at me were the ""quick cut off the ending at 2 hours"" feel of the end, which is common among many of the Trek shows. The second was the shameless dig for ratings by a couple of senselessly sexy scenes. It was out of place, a good science fiction show should be able to stand on its own without trying to pad the pre-teen audience with some skin. But its not my job to make the show profitable, so oh well.Lets see how the next episode does.",positive
"I completely disagree with the other comments posted on this movie. For instance, the movie is based on the book and if the writer had a gay character in it then how could ""Hollywood"" just throw in a token gay character in the movie. And besides there was two gay characters and I thought they reflected each other great. One was normal and the other was more feminine but it wasn't over the top. And Diane Keaton gave a wonderful performance and if the other reviewer had the decency to actual watch the entire film they would have seen that her character developed through out the film by interacting with the other characters. For instance when she and Adam went to look at the car that Sara crashed in the junkyard you could see the maternal side of her come out and later in the film you saw that she too was invincible. But I guess if you're too worried about gay characters and characters that are flawed then this movie is bad. But if you're more open-minded and I don't know actually have some inkling of what is good then you'll enjoy this film.",positive
"This is a low grade cold war propaganda film crossed with a soapie. It may have some long-term significance as a snapshot of 1950s US thinking, but there is little else to commend in the mawkish storyline, wooden acting and grating style. There are some interesting photos of long-gone aircraft, but that was not enough for even this aircraft enthusiast to leave it on the screen for the full length.",negative
"This is a great show with total freshness and innovation. That usual chair (couch for a woman) host, that mandatory band playing monotonous tunes, the same old jokes, the same pattern copied from the days of Nebuchadnezzer ....probably the pattern of Johnny Carson, copied by one and all, Latterman, Leno, Conan... Daly, this show does not seem to have any of these.I fell in love with this show within the first 10 minutes and I am going to stick to it. Though it's too early to say that, this show seems to be devoid of any intellectual pretension most talk shows try so hard to project, and I hope that that is what would make this show different from all the rest. I hope that this show will last long!Returning back after months, I still love this show, and I love his self-deprecating humor (For example, his affirmation that only pothead loners would be home to watch his show at Saturday midnight and thus, the jokes are funny only to the stoned guys) which, however, does not involve the usual monkeying of Conan O'Brien, for example (I know it's a cardinal sin to be repelled by O'Brien's antics; but I do really dislike his style and repetitiveness). I again watched it the other night with Tom Arnold in it. Ferensen's spoof of Trading Spouses (and Nanny 911 in an earlier episode) are hilarious. Idiot paparazzi are fun, especially when a security guard cautions them against taking people's pictures, and (if I am not mistaken) they start taking his pictures shouting ""Gary Coleman"".Added on 16th April, 2007: Coming back once again, I am left confused by the neighbor and her dog. I cannot decide if it is a joke or a real thing. Either way, it was funny as hell.I do not expect Spike Feresten to read these pages, but maybe he does. He is crazier than a bunch of monkeys and so, I would better write down my suggestion here for him: I would like him to do a full 30 minute show with Crazy Gideon, the star of late night TV commercial. I would like Crazy Gideon to have an interview in Spike's talk show, sing a song (and play guitar), do a skit in the line of SNL, and also to answer questions from the audience regarding his potential mayorship of Los Angeles (I know, Crazy Gideon may not be aware of this, but there are websites detailing why he would be the perfect candidate for the post of the mayor of LA).God willing!Returning back on 14th July, 2007: Someone wrote here that the people who praised Spike's talkshow must be bribed by Spike. I confess that Spike really bribed me, but I must also confess that Rockefeller named me in his will and last night I had sex with Cindy Crowford.",positive
"From producer/writer/Golden Globe nominated director James L. Brooks (Terms of Endearment, As Good as It Gets) this is a really good satirical comedy film showing behind the scenes in the life of a news reporter/anchor/journalist or producer might be like. Basically Jane Craig (Oscar and Golden Globe nominated Holly Hunter) falls for new reporter Tom Grunick (Oscar and Golden Globe nominated William Hurt), but correspondent Aaron Altman (Oscar nominated Albert Brooks) also has strong feelings for her. The network prepares for big changes, and sparks will fly with all members of the studio. Also starring Jack Nicholson as anchor Bill Rorich, Moonraker's Lois Chiles as Jennifer Mack, Mrs. Doubtfire's Robert Prosky as Ernie Merriman, School of Rock's Joan Cusack as Blair Litton, Peter Hackes as Paul Moore, Christian Clemenson as Bobby, Robert Katims as Martin Klein, Ed Wheeler as George Wein and Stephen Mendillo as Gerald Grunick. The comedy is subtle but strong, the romance has it's moments, and it is certainly a believable situation film. It was nominated the Oscars for Best Cinematography, Best Film Editing, Best Writing, Screenplay Written Directly for the Screen and Best Picture, and it was nominated the Golden Globe for Best Motion Picture - Comedy/Musical and Best Screenplay - Motion Picture. It was number 64 on 100 Years, 100 Laughs. Very good!",positive
"The only reason The Duke Is Tops, one of several ""race movies"" made during the times of segregation, would be worth noting today is because it made the film debut of a 21-year-old singer named Lena Horne. She plays Ethel Andrews, a singer who has to leave her producer mentor Duke Davis (Ralph Cooper) in order to branch into the big time. Davis, however, has to fake having taken the money for her services in front of her so she won't feel sorry for having done so. He then teams up with Doc Dorando (Lawrence Criner) for a series of medicine shows throughout the south. Meanwhile, in New York, her new producers have bombed big time because they made her the whole show instead of simply the specialty act. Davis finds out from the radio and offers his services as producer and band leader to bring his lineup of other specialty acts, many of whom make their one of their few or only film appearances here, for his chance at the big time with Ethel next to him. Guess what happens? While the plot is the kind you've seen in thousands of other movie musicals during this time, the fact this was made for a certain audience makes this one of the more fascinating features I've seen during this Black History Month. Ms. Horne's singing is on good display here and it's interesting seeing her so young before her professionalism takes full hold later in her career. Among other supporting players there's an unconfirmed, according to IMDb, appearance by Lillian Randolph, Annie in my favorite movie It's a Wonderful Life and sister of Amanda Randolph who I just saw in the musical short The Black Network, as the woman with Sciatica who complains of not being cured after taking the Doc's medicine before Duke explains it's for the feet! And as a longtime Louisiana resident, I'd like to take note of two players from here in this movie: Joel Fluellen from Monroe as a tonic customer and Marie Bryant from New Orleans as the sexy dancer who appears near the musical climax. So for just Lena Horne alone, The Duke is Tops is worth seeing at least once.",positive
"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from ""Atlantis: The Lost Empire"" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voice-over work for Obi-Wan Kenobi in ""Clone Wars"" want to copy Michael J. Fox? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true..",negative
"I'll not comment a lot, what's to??? Stereotype characters, absolute ignorance about Colombia's reality, awful mise en scene, poor color choice, NOT funny (it supposed to be a comedy and they expect that you will laugh because some distend music it's beside the nonsense scenes), Very poor actors direction (if you see somewhere those people, I mean the interpreters, you'll know they are at least good, but seeing this so call film, it is impossible to guess it), you get tired of the music... this ""comedy"" has no rhythm, the only good rhythm in it, it's the rap sing in the final credits....pathetic, doesn't it? etc...etc... It has been a long time I haven't seen a movie so bad!!",negative
"More exciting than the Wesley Snipes film, and with better characters, too. The last vampire hunter must save Los Angeles from a coven of vampires out to conquer the city, aided by a tabloid journalist. Lost of fun... and the names of the characters are great!",positive
"I may be biased, I am the author of the novel The Hungry Bachelors Club, self-published in 1994. The screenplay was written by my good friend and hungry bachelor, Fred Dresch, who was the inspiration for the character Marlon in the film. I couldn't be more pleased with the trailer, I hope to see the film in its entirety and I will further comment. But Jorja Fox, who plays Delmar Youngblood, my character, is stellar. She carries the bulk of the emotional vehicles in fine form. I couldn't have done better myself! This looks like real people, hardly formula driven and thankfully drives my statement against racial prejudice home, gracefully and heartfelt.",positive
"Hey, I'm a fan of so-bad-so-good movies but there's nothing so-bad-so-good about Rise Of The Undead. It's just so-bad and that's it. No redeeming cheese, no unintentional humor, nothing! - boring apocalyptic Zombie (The ""Undead"" : a few people with hardly any make up) nonsense with lame special effects (if you can call those effects), dumb plot and annoying actors. They also have the nerve to rip off and quote from other (better) movies (Resident Evil, Dawn Of The Dead & Night Of The Comet) and managed to put me to sleep on the side. However, it was Rise Of My Eyelids once the end credits rolled though. My advice: save your money. It's not even worth a rental, unless you want to p*ss off and/or put some people to sleep then go ahead and give it a spin. You've been warned ;)",negative
"I was entranced by this touching and hilarious film, not to mention surprised. I was also surprised to find that the voice of Paulie was performed by Jay Mohr. The performance was so finely nuanced, neither wavering into schmaltz nor becoming too hard under the New Jersey swagger, that I thought that this must be some unsung old pro, not the baby-faced Mr. Mohr. A very impressive performance, indeed, and it's gratifying to see his talents being taken seriously in a string of quirky, indie films.",positive
I gave this a 1. There are so many plot twists that you can never be sure to root for. Total mayhem. Everyone gets killed or nearly so. I am tired of cross hairs and changing views. I cannot give the plot away. Convoluted and insane. If I had paid to see this I would demand my money back. I wish reviews were more honest.,negative
"Ram Gopal Verma usually makes so-so cookie cutter formula fare, lifted from some Hollywood flick. His every film after Shiva is in the cookie-cutter genre. Occasionally, he makes a truly horrible movie like this one. For the first 55 minutes, we are introduced to the only 2 characters, a struggling gymnast masquerading as a skilled dancer (go figure!) and a wannabe actor trying to strike it rich in Bollywood. They fall in love, zero becomes hero, dancer/gymnast gets no break, gymnastics, angst, the usual heartbreak, more gymnastics, angst, song, dance, angst, some more gymnastics, more ridiculous gymnastics and before you know it, you're fast asleep. And this despite the HOT SEXY HOT HOT SEXY HOT bod of the leading lady-cum-gymnast-cum-dancer.But hey, you're not alone!! The editor, director, photographer, in fact the whole cast and crew are asleep thru-out the entire production. Only difference being they got paid to snooze while you paid money for this crap, so you lose. Ha, joke's on you. Don't feel sorry for yourself but for our poor broke gal as she tones up daily in her high-rise penthouse in the sexiest of leotards and exercise-wear. Puh-leese, when will the poor thang get a break, she's STARR-VINNNG?!Antara Mali cannot act. RGV's lost his marbles. Abhishek tried hard but failed. No plot. No story. Nothing. She must've paid RGV handsomely to make this all-nonsense stuff in addition to free gymnastics lessons on his casting couch. What a super deal. No need for an acting career.Such absolute rubbish can only be ""Made in Bollywood"" of course!",negative
"You remember the Spice Girls movie and how bad it was (besides the songs), well their manager Simon Fuller (also this band's manager) makes the same error putting S Club (another of my favourite bands) in their own film. S Club: Tina Barrett, Jon Lee, Bradley Mcintosh, Jo O'Meara, Hannah Spearritt and Rachel Stevens (what happened to the seventh member, Paul Cattermole?) basically ask their boss for a break, they go on, and while there they see themselves on TV! Three of them swap, and vice versa, half discover they are clones made by a greedy scientist, and the other half just get themselves in trouble. Also starring Gareth Gates as a clone of himself. This film may have more of a plot than Spice Girls' film did, but besides the songs ""Bring It All Back"", ""Don't Stop Movin'"" and ""Never Had A Dream Come True"" this is no goo reason to see this film. Not too long after the band split for good. Adequate!",negative
"Watched both parts twice. Enjoyed the story and enjoyed seeing an older Patrick Swayze as the hero. He was very believable as the hunter Alan Quartermaine and certainly bested the performance of Richard Chamberlain. I do admit that I would have preferred seeing someone else as the ""Lady in Distress"". Alison Doody should stick with modern and not period pieces. She didn't have the look of the woman of the 1800's. The rest of the cast were terrific and followed the plotlines very well. I am glad to see that the actors of this generation are not afraid to try on different characters and are not afraid to be seen as getting older. Age is inevitable, but let's not hide from it. A man at 50+ can be much sexier (and , Patrick truly is sexy) then a green youth, no matter how pretty. Hoorah for character lines to go along with a great smile.",positive
"Chinese Ghost Story III is a totally superfluous sequel to two excellent fantasy films. The film delivers the spell-casting special effects that one can expect, but fails painfully on all other fronts. The actors all play extremely silly caricatures. You have to be still in diapers to find their slapstick humor even remotely funny. The plot is predictable, and the development is sometimes erratic and often slow. Towards the end, the movie begins to resemble old Godzilla films, including shabby larger-than-life special effects and a (well, yet another) ghost with a Godzilla head. Maybe I would have grinned if I was expecting camp.It is astonishing to see what trash fantasy fans have to put up with - in this case because somebody thought they could squeeze a little extra money out of a successful formula. They won't be able to do it again: the cash cow is now dead as a dodo.",negative
"In it's time, this movie had controversy written all over it (like most of Verhoeven's projects).Containing very graphic depictions death-scenes; A parachute that doesn't open *smack* guys body on the floor. A guy being eaten by a Lion *chomp* teeth in the throat. And a guy being run over by a speedboat *zoom* bloody corpse going down.But besides gore, this flick also contains some brilliant (and stunningly beautiful) scenes, filmed in the gray fisher's town that is Vlissingen;Thousands of rosebuds flying over the screen, in a somewhat irrelevant part of the movie, a beautiful (holy) woman putting flowers in a milk-can, surrounded by slabs of blood-dripping meat and a steamy love scene between two male characters, in a graveyard.The story is concluded in a frantic, but fulfilling 10 minutes, that don't disappoint, and will leave you sighing a breath of relief.Of course with the pros come the cons, Some special-effects are too over-the-top, and are obviously done to see how far Verhoeven could push the gore-factor (e.g. the several eyeballs hanging out of their sockets). Also, while the two lead actors, (Jeroen KrabbÃ© and RenÃ©e Soutendijk), do an excellent job of breathing life into their characters, the character of Herman (portrayed by the rather un-charming Thom Hoffman) just feels enormously underdeveloped, making him hard to care for, even after his tragic death.I've done my best to give you a slight idea of what to expect of this amazing movie, and as you can see, it's not easily summed up in words. So do yourself a favor, if you happen to find this movie somewhere, watch it ! And enjoy the unique style and substance of this masterpiece.",positive
